x,y
13.303921759783059,12.760802730275534
12.85725466050727,13.585721865799796
12.376267133648913,11.566402511212903
4.699199859998121,5.437686987349614
9.943176087448062,10.262469353792124
11.57428626065262,9.69663266330082
11.132545791691571,10.3758555311606
9.064180932904208,8.120096333260905
12.914006190554188,14.213261105218614
10.215180534497717,10.126506121967584
11.862593060233628,12.965492373229862
7.987757649354512,9.854929964226788
11.518355509510169,11.298255085285994
9.794929099483298,8.834773347306413
9.459021203087046,9.869548845644369
8.211081892431626,8.858798275073234
11.569654146875516,10.255963524851138
7.926238271839113,8.068859536937437
10.911872842997516,10.51559760869219
12.166992856848701,13.35791388967806
13.831772424144825,13.608907383872953
13.499580768703279,14.834336810455284
7.420723487903013,7.561666961220812
7.455381914848635,7.976192574918492
10.501050471471878,9.149224817370879
12.67598610258012,11.110906994678924
9.39993983970553,7.312634805386325
7.698470174731664,7.821275218901674
11.640269250065028,10.940644770325257
12.689716755840784,13.25507014018159
14.015240947154119,14.17146999685172
6.7402083150693155,6.483969358706682
9.766354430336209,9.06384529360039
13.908190511616159,13.350597254086736
6.968403959912831,6.785619547306146
8.43123796310017,7.710820058350527
9.664716789178907,8.530175089692836
8.52200368083568,7.295218455008836
12.225578878078496,13.73028429168841
12.145737509354872,11.28134785740368
14.655481717318771,14.82609977640586
7.7500887669076945,7.710719412259715
8.79772365377259,8.813458973116362
10.01580096055297,9.136524225567921
9.214119883518277,9.919452217991832
7.473192051034163,7.4181508345618825
7.3343198102167415,8.607585248679854
11.907128937347947,12.42226804545033
9.230278323426418,9.040130302641776
8.256780970862437,8.265236126989098
13.283118958117232,13.082766629200464
12.020222744614419,12.133469306216565
12.460587998192938,12.742351541789425
11.626523366473105,10.052688203084251
12.773384596687006,12.446648585902713
11.982179962881391,11.163441569522618
8.75451264472712,7.8431581879174335
7.98122916649022,9.553055184487182
11.567216779543187,9.804880171576512
8.317427638162242,9.803781787755844
7.429755938787533,6.496662637908949
8.565909909394051,9.397023982474517
12.40063343874872,13.24352078306158
11.873257836133629,11.886187723836787
7.604818137010476,6.2692361917471
8.15082491843656,7.865172262580216
13.346746356651106,14.667159233235992
6.289304157457128,6.377709811041805
9.903481675149486,8.878658311836633
9.964408507808608,10.62455999438105
12.838320590263645,14.18357091603201
10.800487522554887,12.622753837125437
10.662496076318671,11.508104398095258
10.027715478118175,9.719429198713893
8.000099087952037,6.890843896582482
13.015362574174787,14.489676456177925
7.426835313567922,7.779778820121271
4.847989969685819,4.780034272752183
13.263896127100644,13.308384448548486
7.988098115115283,7.638547103682048
6.089845647102155,4.931613874426769
10.852055743611807,8.698354609868463
9.558412682461997,8.981589878685845
10.372715805147795,9.943874238360644
8.501319569649397,7.360217357189502
8.198440864370873,10.056513707135666
7.609338003337625,8.27959689710597
9.466087610336613,8.759399929437915
8.531850260801491,9.080345328042934
9.009430769957431,10.74785588747578
11.755574478365759,12.792267911125087
11.8120551628855,11.02770727971241
11.39099365005713,10.340483290715104
8.722708238471867,10.226688061537697
8.678430525229249,8.447164716518019
10.792938568372367,12.325593099815704
8.251468972626213,6.173697242673747
12.11656059028133,13.282119466439843
11.236329392947393,11.139136243859367
7.254083371172124,6.878563491127978
9.166014782565233,7.5268629084177086
7.555360532300998,7.051035594429757
12.94547017453651,12.39080551234591
8.05893825335354,6.176340177693858
5.9943793321343835,5.561173117262231
9.716719963895098,9.791844017627367
11.536322477295244,12.143619232308675
10.645159046465594,10.756883658555134
9.626321951650523,11.371109172733572
13.017040709311935,12.860396179841615
10.433605253390976,10.718345958792117
10.289390248630635,9.629558620921653
8.177563750572807,7.936436017703479
7.354340537691501,7.760436435242159
8.84105673309378,7.6944267831649436
10.463981910582609,11.888563074868424
8.167610009147129,8.93641073641553
10.895324028634231,9.418198634162483
9.782278761468266,9.491782815202221
8.472459557612906,9.17552694534791
