f1,f2,f3,f4,f5,group
0.17077728512743245,0.027907258523855897,0.18326101444016582,-0.7140401554950354,-0.2766663819663824,A
0.5535096586193639,1.5570456281046614,0.5319923763200006,-1.6325768589117422,-0.270001720607865,A
-1.715735561643561,0.25799377891328257,-0.4789038331100939,-0.039925679784470314,-2.4109403038368424,A
-0.05816122818793851,1.684149397984778,0.4705846151509588,0.8141590129804301,-0.900632743636283,A
-2.4896530827804724,0.6719786868488876,1.0595196318639204,0.42586287207537493,-1.2405813872001041,A
0.8822151088797728,-2.1889032410692018,0.13400224628869356,0.3674786215607685,0.1828711251144741,A
-0.2865203463365674,-0.23191258223021977,-0.22166003350493466,1.3985963860938972,-0.8463004296065114,A
-0.26534938523172313,1.2291027302921214,-0.04150388772095425,-1.306517575138162,0.39104090848071177,A
1.263197422563988,0.9078413913089001,0.8732363608615212,-1.1585971963916872,0.1898838049848637,A
-1.5861538113237272,0.2389419311084682,1.069692947834255,0.1225708700786644,0.9015388891265812,A
-0.9931920111657905,0.2987352963216694,0.8722071735879295,0.5934393208909221,-0.49238365277254026,A
-0.8338645704012808,1.300424735289518,1.8537547242404768,1.7225933621625587,0.7730077207690188,A
0.3755320112385752,0.24915192219352103,-0.12855198561024683,-1.8230875218049434,-1.246431336604113,A
-0.46090733657782634,-0.828241656492998,-0.33751207214773754,0.6719464017188332,0.6489650491738653,A
-0.8448876124965985,-1.4356284130141235,1.0798466758760368,-1.1779020211031774,1.3278735363778684,A
-0.2671794211210254,-0.782967441416565,1.0545500386810334,0.33924845257874076,1.4224707905239977,A
0.07711319509323915,0.47235744248564643,0.5399150156033367,-0.790465019737267,0.10337606311455583,A
-1.3024648993432237,0.679569848890853,-1.8079956385490727,1.823639490063733,-0.29416401497681355,A
-1.0846436564715674,-0.9390966328836902,2.26931994188908,0.377774549173502,0.3777347907460782,A
-0.6926453487751988,0.6594936917500421,1.4110587915896364,-0.3300661698658073,0.8494444884176391,A
