mean,log2fc,pvalue
7.827091604506486,-0.1729036003315193,0.020803527314161716
8.32831880787006,1.610071094463357,0.309875715501188
8.398782012881258,-0.2673374784971682,0.07510968774801384
8.828207598997523,0.1307464077662839,0.129059638328427
8.787963808158402,0.11050717744383194,0.27447855092552464
7.186665134526772,-0.19664280086494904,0.20461310769535448
8.04998823668406,-0.10632329377078427,0.523254433440887
7.649657540779918,-0.8640336647824881,0.003758541972013102
9.048085262455336,-0.2406296726551354,0.0007977804039361903
9.910587310412064,1.1073149786495038,0.22004915556343466
8.681900825102463,-1.5145203917251397,0.15418732895692017
9.153786887036345,-0.16397600160638504,0.16823375226839016
8.797119079535474,-1.2190747412956953,0.6398507922349924
6.343058079510671,-0.7294464416591725,9.622543810179744e-05
8.137303828953105,0.8186363115437669,0.0005080163335958133
8.05975984472514,0.45876752490859224,0.02147883240939038
7.24761744173648,-0.7173710938165774,0.050727359552328315
8.238038055651696,0.762764675805098,0.8217475044962624
7.016848949376207,-1.0988745999021583,0.005012383500111556
7.9062585330763815,-0.5922178627987994,0.05463643526772213
9.711613972930595,-0.0940274760163039,0.17276192138931867
7.078011999593778,-1.7637496206180698,0.4672884162058328
8.040237584944714,0.2532373593420619,0.031390930137630405
7.908104223656876,0.6841563855459771,0.8383209707480597
8.743961321327763,-0.6094034586430621,0.2815763483383473
5.890448689566217,1.352468108714943,0.09660897368356793
7.915687071559283,0.7493026192896751,0.17690628779058207
7.8727955796341575,1.3212579245899612,0.7237223943915274
7.31871630536978,0.41576098851667154,0.9926309947002177
7.477016171472053,-0.026117399232776985,0.00010459613111258322
9.301689336144324,0.8933551987382066,0.49694245018952704
7.616195838954877,0.17022075505539358,0.055576468341765606
9.472329859657064,-0.02990659268121346,0.9157203217779911
8.116930156312627,-0.11661891628441781,0.374371699255147
7.380477188905397,-1.1284478727923954,0.01899680137163923
7.630693442735569,-0.3766235286525018,0.08217968557560688
5.148952912290563,0.7109642045700387,0.6718828827583178
7.881178950510029,1.1742383552909381,0.005701941747517973
10.069851515778478,-1.0551006994223244,0.026582266735863377
6.943443351010872,-1.050107822530918,0.003570301166363775
8.117331616746412,-1.2412893766356956,0.4720494607578915
7.960146155162072,-0.006411960049550972,0.03406139439605089
10.7401177602173,0.28084051353103473,0.678506977165115
8.50500597930656,-0.7468801706804445,0.00019435775424959416
10.094865102045258,-1.680915938020964,0.0006283977374943262
7.547264353036955,0.03329590331400062,0.44002025891091096
8.062485422124738,-0.5216496504181594,0.10736312332387651
7.10396538366559,-0.2415977396016356,0.6640431711832283
7.266770206418183,0.32039184520511277,0.15684902081091884
7.898856571264455,-0.6648779372126432,0.030288551297572953
9.73772202419372,-0.04414817632926931,0.08408528665854685
7.394246823738428,-0.0559733019927596,0.011344719867231286
7.15965476099032,1.1333843975868878,0.012185217147449474
8.085675285283711,0.37706868953128947,0.2513625917761285
8.343819233578124,2.152795235100524,0.6352473690016208
8.798527324557451,0.3175215990080355,0.2993884732872388
8.14245498426416,0.5193776551392121,0.8187498028145652
6.775447287318471,-0.4883866805029921,0.4830334052387717
8.275681753428763,-0.6080101785608144,0.0009107214858270681
6.856745627789907,0.4406501403106326,0.1018637033348916
7.76467404931691,-1.483025270207281,0.9532438852678403
8.992538882333942,0.5884620269918808,0.03906263929820875
8.585711926630855,-0.5775371839442981,0.006881649669617108
6.8086590191463685,0.33216402860193567,0.021611592893705435
8.003306900577568,2.266010310650884,0.08701530547850611
8.976950700272704,-0.9672958609435185,0.00012946459482054366
10.281906771659923,-0.008573151260794101,0.909842666249763
