composition,temperature,value
0.0,200,0.0
0.0,230,0.0375
0.0,260,0.075
0.0,290,0.1125
0.0,320,0.15
0.0,350,0.1875
0.0,380,0.225
0.0,410,0.2625
0.0,440,0.3
0.0,470,0.3375
0.0,500,0.375
0.0,530,0.4125
0.0,560,0.45
0.0,590,0.4875
0.0,620,0.525
0.0,650,0.5625
0.0,680,0.6
0.0,710,0.6375
0.0,740,0.675
0.0,770,0.7125
0.05263157894736842,200,0.1645945902807339
0.05263157894736842,230,0.2020945902807339
0.05263157894736842,260,0.23959459028073388
0.05263157894736842,290,0.2770945902807339
0.05263157894736842,320,0.3145945902807339
0.05263157894736842,350,0.35209459028073387
0.05263157894736842,380,0.3895945902807339
0.05263157894736842,410,0.42709459028073393
0.05263157894736842,440,0.4645945902807339
0.05263157894736842,470,0.5020945902807339
0.05263157894736842,500,0.5395945902807339
0.05263157894736842,530,0.5770945902807338
0.05263157894736842,560,0.6145945902807339
0.05263157894736842,590,0.6520945902807339
0.05263157894736842,620,0.6895945902807339
0.05263157894736842,650,0.7270945902807339
0.05263157894736842,680,0.7645945902807338
0.05263157894736842,710,0.8020945902807338
0.05263157894736842,740,0.8395945902807339
0.05263157894736842,770,0.8770945902807339
0.10526315789473684,200,0.32469946920468346
0.10526315789473684,230,0.36219946920468343
0.10526315789473684,260,0.39969946920468347
0.10526315789473684,290,0.43719946920468344
0.10526315789473684,320,0.4746994692046834
0.10526315789473684,350,0.5121994692046834
0.10526315789473684,380,0.5496994692046835
0.10526315789473684,410,0.5871994692046835
0.10526315789473684,440,0.6246994692046834
0.10526315789473684,470,0.6621994692046835
0.10526315789473684,500,0.6996994692046834
0.10526315789473684,530,0.7371994692046835
0.10526315789473684,560,0.7746994692046835
0.10526315789473684,590,0.8121994692046834
0.10526315789473684,620,0.8496994692046835
0.10526315789473684,650,0.8871994692046834
0.10526315789473684,680,0.9246994692046835
0.10526315789473684,710,0.9621994692046834
0.10526315789473684,740,0.9996994692046834
0.10526315789473684,770,1.0371994692046835
0.15789473684210525,200,0.4759473930370735
0.15789473684210525,230,0.5134473930370735
0.15789473684210525,260,0.5509473930370735
0.15789473684210525,290,0.5884473930370735
0.15789473684210525,320,0.6259473930370735
0.15789473684210525,350,0.6634473930370735
0.15789473684210525,380,0.7009473930370735
0.15789473684210525,410,0.7384473930370735
0.15789473684210525,440,0.7759473930370735
0.15789473684210525,470,0.8134473930370736
0.15789473684210525,500,0.8509473930370735
0.15789473684210525,530,0.8884473930370735
0.15789473684210525,560,0.9259473930370735
0.15789473684210525,590,0.9634473930370735
0.15789473684210525,620,1.0009473930370736
0.15789473684210525,650,1.0384473930370735
0.15789473684210525,680,1.0759473930370735
0.15789473684210525,710,1.1134473930370734
0.15789473684210525,740,1.1509473930370735
0.15789473684210525,770,1.1884473930370736
0.21052631578947367,200,0.6142127126896678
0.21052631578947367,230,0.6517127126896678
0.21052631578947367,260,0.6892127126896678
0.21052631578947367,290,0.7267127126896679
0.21052631578947367,320,0.7642127126896678
0.21052631578947367,350,0.8017127126896678
0.21052631578947367,380,0.8392127126896678
0.21052631578947367,410,0.8767127126896679
0.21052631578947367,440,0.9142127126896678
0.21052631578947367,470,0.9517127126896678
0.21052631578947367,500,0.9892127126896678
0.21052631578947367,530,1.0267127126896678
0.21052631578947367,560,1.0642127126896679
0.21052631578947367,590,1.1017127126896678
0.21052631578947367,620,1.1392127126896678
0.21052631578947367,650,1.176712712689668
0.21052631578947367,680,1.2142127126896678
0.21052631578947367,710,1.2517127126896677
0.21052631578947367,740,1.2892127126896678
0.21052631578947367,770,1.3267127126896678
0.2631578947368421,200,0.7357239106731316
0.2631578947368421,230,0.7732239106731316
0.2631578947368421,260,0.8107239106731315
0.2631578947368421,290,0.8482239106731316
0.2631578947368421,320,0.8857239106731316
0.2631578947368421,350,0.9232239106731316
0.2631578947368421,380,0.9607239106731316
0.2631578947368421,410,0.9982239106731317
0.2631578947368421,440,1.0357239106731315
0.2631578947368421,470,1.0732239106731316
0.2631578947368421,500,1.1107239106731317
0.2631578947368421,530,1.1482239106731316
0.2631578947368421,560,1.1857239106731317
0.2631578947368421,590,1.2232239106731315
0.2631578947368421,620,1.2607239106731316
0.2631578947368421,650,1.2982239106731317
0.2631578947368421,680,1.3357239106731316
0.2631578947368421,710,1.3732239106731314
0.2631578947368421,740,1.4107239106731315
0.2631578947368421,770,1.4482239106731316
0.3157894736842105,200,0.8371664782625285
0.3157894736842105,230,0.8746664782625285
0.3157894736842105,260,0.9121664782625285
0.3157894736842105,290,0.9496664782625286
0.3157894736842105,320,0.9871664782625286
0.3157894736842105,350,1.0246664782625285
0.3157894736842105,380,1.0621664782625286
0.3157894736842105,410,1.0996664782625285
0.3157894736842105,440,1.1371664782625286
0.3157894736842105,470,1.1746664782625285
0.3157894736842105,500,1.2121664782625285
0.3157894736842105,530,1.2496664782625286
0.3157894736842105,560,1.2871664782625285
0.3157894736842105,590,1.3246664782625286
0.3157894736842105,620,1.3621664782625285
0.3157894736842105,650,1.3996664782625285
0.3157894736842105,680,1.4371664782625286
0.3157894736842105,710,1.4746664782625285
0.3157894736842105,740,1.5121664782625286
0.3157894736842105,770,1.5496664782625285
0.3684210526315789,200,0.9157733266550574
0.3684210526315789,230,0.9532733266550574
0.3684210526315789,260,0.9907733266550574
0.3684210526315789,290,1.0282733266550574
0.3684210526315789,320,1.0657733266550573
0.3684210526315789,350,1.1032733266550574
0.3684210526315789,380,1.1407733266550575
0.3684210526315789,410,1.1782733266550574
0.3684210526315789,440,1.2157733266550574
0.3684210526315789,470,1.2532733266550573
0.3684210526315789,500,1.2907733266550574
0.3684210526315789,530,1.3282733266550575
0.3684210526315789,560,1.3657733266550574
0.3684210526315789,590,1.4032733266550574
0.3684210526315789,620,1.4407733266550573
0.3684210526315789,650,1.4782733266550574
0.3684210526315789,680,1.5157733266550575
0.3684210526315789,710,1.5532733266550574
0.3684210526315789,740,1.5907733266550574
0.3684210526315789,770,1.6282733266550573
0.42105263157894735,200,0.9694002659393304
0.42105263157894735,230,1.0069002659393305
0.42105263157894735,260,1.0444002659393303
0.42105263157894735,290,1.0819002659393304
0.42105263157894735,320,1.1194002659393303
0.42105263157894735,350,1.1569002659393304
0.42105263157894735,380,1.1944002659393305
0.42105263157894735,410,1.2319002659393303
0.42105263157894735,440,1.2694002659393304
0.42105263157894735,470,1.3069002659393303
0.42105263157894735,500,1.3444002659393304
0.42105263157894735,530,1.3819002659393305
0.42105263157894735,560,1.4194002659393303
0.42105263157894735,590,1.4569002659393304
0.42105263157894735,620,1.4944002659393303
0.42105263157894735,650,1.5319002659393304
0.42105263157894735,680,1.5694002659393305
0.42105263157894735,710,1.6069002659393303
0.42105263157894735,740,1.6444002659393304
0.42105263157894735,770,1.6819002659393303
0.47368421052631576,200,0.9965844930066698
0.47368421052631576,230,1.03408449300667
0.47368421052631576,260,1.0715844930066698
0.47368421052631576,290,1.10908449300667
0.47368421052631576,320,1.1465844930066698
0.47368421052631576,350,1.1840844930066698
0.47368421052631576,380,1.22158449300667
0.47368421052631576,410,1.2590844930066698
0.47368421052631576,440,1.29658449300667
0.47368421052631576,470,1.33408449300667
0.47368421052631576,500,1.3715844930066698
0.47368421052631576,530,1.4090844930066697
0.47368421052631576,560,1.4465844930066698
0.47368421052631576,590,1.48408449300667
0.47368421052631576,620,1.52158449300667
0.47368421052631576,650,1.5590844930066698
0.47368421052631576,680,1.5965844930066697
0.47368421052631576,710,1.6340844930066698
0.47368421052631576,740,1.67158449300667
0.47368421052631576,770,1.70908449300667
0.5263157894736842,200,0.9965844930066698
0.5263157894736842,230,1.03408449300667
0.5263157894736842,260,1.0715844930066698
0.5263157894736842,290,1.10908449300667
0.5263157894736842,320,1.1465844930066698
0.5263157894736842,350,1.1840844930066698
0.5263157894736842,380,1.22158449300667
0.5263157894736842,410,1.2590844930066698
0.5263157894736842,440,1.29658449300667
0.5263157894736842,470,1.33408449300667
0.5263157894736842,500,1.3715844930066698
0.5263157894736842,530,1.4090844930066697
0.5263157894736842,560,1.4465844930066698
0.5263157894736842,590,1.48408449300667
0.5263157894736842,620,1.52158449300667
0.5263157894736842,650,1.5590844930066698
0.5263157894736842,680,1.5965844930066697
0.5263157894736842,710,1.6340844930066698
0.5263157894736842,740,1.67158449300667
0.5263157894736842,770,1.70908449300667
0.5789473684210527,200,0.9694002659393304
0.5789473684210527,230,1.0069002659393305
0.5789473684210527,260,1.0444002659393303
0.5789473684210527,290,1.0819002659393304
0.5789473684210527,320,1.1194002659393303
0.5789473684210527,350,1.1569002659393304
0.5789473684210527,380,1.1944002659393305
0.5789473684210527,410,1.2319002659393303
0.5789473684210527,440,1.2694002659393304
0.5789473684210527,470,1.3069002659393303
0.5789473684210527,500,1.3444002659393304
0.5789473684210527,530,1.3819002659393305
0.5789473684210527,560,1.4194002659393303
0.5789473684210527,590,1.4569002659393304
0.5789473684210527,620,1.4944002659393303
0.5789473684210527,650,1.5319002659393304
0.5789473684210527,680,1.5694002659393305
0.5789473684210527,710,1.6069002659393303
0.5789473684210527,740,1.6444002659393304
0.5789473684210527,770,1.6819002659393303
0.631578947368421,200,0.9157733266550575
0.631578947368421,230,0.9532733266550575
0.631578947368421,260,0.9907733266550575
0.631578947368421,290,1.0282733266550574
0.631578947368421,320,1.0657733266550575
0.631578947368421,350,1.1032733266550574
0.631578947368421,380,1.1407733266550575
0.631578947368421,410,1.1782733266550576
0.631578947368421,440,1.2157733266550574
0.631578947368421,470,1.2532733266550575
0.631578947368421,500,1.2907733266550574
0.631578947368421,530,1.3282733266550575
0.631578947368421,560,1.3657733266550576
0.631578947368421,590,1.4032733266550574
0.631578947368421,620,1.4407733266550575
0.631578947368421,650,1.4782733266550574
0.631578947368421,680,1.5157733266550575
0.631578947368421,710,1.5532733266550576
0.631578947368421,740,1.5907733266550577
0.631578947368421,770,1.6282733266550575
0.6842105263157895,200,0.8371664782625287
0.6842105263157895,230,0.8746664782625286
0.6842105263157895,260,0.9121664782625286
0.6842105263157895,290,0.9496664782625287
0.6842105263157895,320,0.9871664782625287
0.6842105263157895,350,1.0246664782625285
0.6842105263157895,380,1.0621664782625286
0.6842105263157895,410,1.0996664782625287
0.6842105263157895,440,1.1371664782625286
0.6842105263157895,470,1.1746664782625287
0.6842105263157895,500,1.2121664782625285
0.6842105263157895,530,1.2496664782625286
0.6842105263157895,560,1.2871664782625287
0.6842105263157895,590,1.3246664782625286
0.6842105263157895,620,1.3621664782625287
0.6842105263157895,650,1.3996664782625285
0.6842105263157895,680,1.4371664782625286
