AssetA,AssetB,AssetC
0.00173954989177508,0.010767601471169754,-0.005284924609206839
0.0005920817281844945,-0.005011717945354564,-0.012773248503275741
0.0025182871583116747,-0.009243827652101595,-0.004417919275637252
0.000696975396693275,-0.010757879951051753,-0.011331325368324593
-0.0067319233171186455,0.014334690460195048,-0.0009405458073797089
-0.01744750344518073,-0.00031080918128187097,-0.027276637130099847
0.0015489988614659604,0.004125929961667925,0.0029498284969369046
0.008409118590533688,-0.012977499741459527,0.013823607741127446
0.012193991294166758,0.003800324085261046,-0.0010290487194734767
-0.0040529706896582545,-0.008307287506751587,-0.0030609432996432135
0.0007851511305307373,0.006851691809863791,0.002234817272490143
-0.00486629812795883,-0.0071677705344348796,0.00258171398584408
-0.0045467134454158994,0.011158823953057706,0.003444555699239743
-0.0008930588644635084,-0.0005491931204138936,-0.020646922040193375
0.021630854729043945,0.0064181607855792215,-0.0035344576724400446
-0.006129528089326333,-0.008150956699935121,0.012152470873192751
-0.0059977398626705975,-0.01606140438616977,-0.005075693080018785
-0.010763552567528286,0.0011389616956764958,0.013722749902631384
0.026015937788572,0.0014057490451773527,0.024897843839847694
-0.009236685419345095,-0.005501359873275114,0.02753520284062755
0.0009519218160243582,-0.006316007303845756,0.00530034126092342
-0.003967291803512729,-0.006078700995231549,0.004729405109315573
0.006082216050854232,-0.010235838429955683,0.0031484583980023262
-0.007160223951637308,0.012585584904767114,0.010862769620327476
-0.015720202188538344,0.001082171977693482,0.010463182285568147
-0.0034080627894936466,-0.015426604534814913,0.013395236213606483
0.005374304681240724,0.003189518458663143,0.0004937106255654154
0.004297197910289284,-0.010966110353404423,0.010051782669598964
-0.007898679278070388,-0.0017022820166295645,-0.006061956959668391
-0.015349211954247155,-0.0028154118644671653,-0.005133619252584017
-0.01282016991112905,0.004387233245248535,0.008816760510958702
0.0007291249710078784,-0.003182877155009819,0.01556812592791346
0.006413969313094457,0.004288731411663929,-0.003852469330435459
-0.016038323462916237,-0.0021001593086278666,-0.004306266352475491
-0.007936142548121371,-0.004179469710681776,0.013010046856785367
-0.0034716700738509293,0.0033998819975344426,-0.0037851154580772367
0.006801407192941213,0.009910953684297008,-0.0037730666227636564
0.007788728794041453,0.007006732402627588,0.006610413129260129
-0.00703432736564656,0.005230672795775151,0.008713384441756036
-0.01060216469358199,0.002110048646036213,0.0011360801623873933
-0.012240439200403104,-0.003557755949345178,0.0014910166324626087
0.0048785198917609485,-0.00566009230175059,0.002986887253337747
0.0025080460534289695,-0.0016509248941572487,-0.011186853264420054
-0.008547327509269802,0.012318216582954357,0.025164141019341817
0.006826476266285633,0.009477329245232353,0.015402100243306828
0.0016820134923985182,0.0030858355609778266,-0.026451872828935206
0.006047290201738878,-0.0078609312895272,0.0020909809189804986
0.007252760177025212,0.014225130147096173,-0.006511505842223755
-0.0010836010229674023,0.013584204771607327,-0.008606970199321912
0.007771563343316729,0.0019012027572683722,0.008853194127411236
0.0078302525500879,-0.01111462065486563,0.0036143252940595005
0.006454923084772153,0.0009096730778957321,-0.001997094266782826
0.007845947174616666,-0.00047604192669681197,-0.007840091338969854
0.002890693467032488,-0.009616956388619225,-0.007820863727165539
0.0102563428086282,0.005017123468717945,0.023254373089369687
-0.018967525409322283,-0.004019879774375116,0.005774246180438503
-0.007204272965072034,0.00601009381790844,-0.0030293255978386673
-0.0016336503032786161,-0.0020512761753612154,-0.0005762043304914968
0.010841944129185654,-0.003388859686713912,-0.009186511409432958
0.011426533081132938,-0.006475987367016099,-0.018184101212951744
-0.003979399315254153,-0.013708621235349968,0.015013554777714704
0.0009991261972850465,-0.015755693350257702,0.02328960637306366
-0.0019287908914606311,-0.003350015184708543,0.0035103582028642366
-0.0012158995748084507,0.0024958721446149937,0.007413098272199129
-0.008493194643440706,0.0007274937083929223,-0.004296749864473932
0.0014633067118786777,-0.001705879268483159,-0.011585321037056805
3.3557469797743924e-05,0.007320894468567588,0.014784455314974602
-0.000982691044270506,0.006807454089119442,-0.0008232395745542336
-0.006189875562867234,0.006916517242634772,0.008483642284745175
-0.003882560330964622,0.009169799054688062,-0.023275304861678336
-0.010037846326118014,-0.0005110136331776352,0.010783471716498853
0.014664343597807083,-0.0191558658348725,0.0024097556803366555
-0.020665485034252067,-0.005806430517357014,-0.007644499156131438
-0.007551039920502267,0.0014034600165723776,0.004527570727108834
0.005197356288060559,0.008633916182714016,0.0077588992550710065
0.01020558498788863,0.013072695624888454,0.017777343920506148
-0.010188331409910772,0.000676072838053473,0.01615690086478789
-0.0003005635548933264,-0.0033714898353677243,0.0023377265344469754
-0.0004690019643868354,-0.004047280000313645,-0.003944848317348946
0.006070821577528869,-0.0028302653478553047,0.02305673983443729
0.000592597943429345,-0.014477370691375514,-0.015522693157845857
-0.0051092157865711375,0.0070032140117019725,0.04193828377387325
0.01765921952332927,0.0007538560749401021,0.01220787639313123
0.020991337493435906,0.0006267732487157155,0.014886324468865014
0.008005364437964551,0.004388449552676623,-0.006437184859652174
0.028165242645848028,0.005973540048611739,0.008850012099590715
0.004874014747024434,-0.0012313609826582837,-0.0004949583185005711
0.002766884605406275,-0.011757852323439257,0.005453939143532867
-0.013357416850238675,0.0018209151501277308,-0.0013284991402084056
0.015141196920974999,-0.00074655057655175,0.0039552102747788705
-0.00729603374515243,-0.005711038793500823,0.04795458015502679
-0.012876364626927947,0.01231059894655321,-0.01103585023634645
0.014318015608347716,0.011986983165828299,0.00391544604021008
-0.007131932423581091,0.004333376358502914,-0.018104674927787015
-0.012387940150831417,-0.002771938477425695,0.008496987315565195
0.004816256519520734,0.001255429689584621,0.021360182078153624
-0.001038933617299698,0.0013663001565649296,0.00388838426977957
0.01017837779373326,-0.009043286101748036,0.010769082244415891
0.006150569156726266,-0.0009072605616506865,-0.005676794359709607
0.01774234189874907,-0.0011988095801316095,-0.026178578118727692
0.011789043204420426,-0.005787886145547918,-0.0026136528331710093
0.004081016216328641,-0.003194464069452731,0.006728626606707714
-0.008734647712543816,0.0030651181398195144,-0.001082809263305444
0.01405239043846789,0.00747229042160413,0.007553125974146621
-0.0037442354969377803,0.004184097062935283,-0.0028117805276821548
-0.002632952500676718,-0.02105624299229358,-0.001904251405035532
-0.0058403344839330455,-0.009942171363014427,-0.005479572936368805
-0.02190299032338612,-0.01097922783903519,-0.002154540295685414
0.010310300546269175,0.004926532171870487,0.01976492188643403
0.009183043997727697,-0.006773591165766856,0.03364073540410212
-0.00279046708533371,-0.005794527326569542,0.0009072630457405391
0.011165108414030197,-0.00879959493377573,-0.005539089920013535
0.011018652456672618,-0.004367907237923383,-0.01155919365252095
-9.032253872750618e-05,-0.012056740203050982,0.005018980997156175
0.004204345283696118,-0.006521347401749908,-0.016835645989517936
-0.008162338906045516,0.013472175696606418,0.0028113516251648857
-0.01648917641256734,0.0036477909300801983,0.002813003898199324
-0.0019394801299791632,-0.01039999905516137,0.010209495357574021
-0.00567580129075983,0.012216025044810721,0.001406063020461146
-0.010322150870039092,0.0029984657001795633,-0.009449841861082308
0.01646545659715989,-0.0067750614162191405,0.001972958156033755
0.004515918272841272,0.006559880570261808,-0.00023853033694941144
-0.0043369840834727265,-0.007163592295681237,0.012752846814184166
0.0017259829870623637,0.012043226693242556,0.0022633883510695995
-0.009274043691114238,0.0024195567625013735,-0.01005719899310014
-0.013214783349062967,-0.0006244711647849317,-0.009275476114919613
0.00595081115744239,-0.009819343928430865,-0.010430516347764747
-0.023327974149901176,-0.006155190254883265,-0.01852862800277361
0.00519170906925074,0.0026553346737444787,0.008824263234245868
0.017741030375046735,-0.0013184794005036988,-0.006508297900630856
0.011892727711530306,0.001936697022932497,0.006265335225666004
0.006483316950708044,0.009047020729094878,-0.01905711350390241
-0.0035192033302187693,-0.000414891924040971,0.001639940805178315
-0.005019849418092566,-0.0031110075363392055,0.0036148292072175183
0.014000647493279467,-0.0071430291853143545,-0.01221579103477582
0.004484516126794394,0.00907492693932884,0.0024129380519795117
0.0009869354517483466,0.007079590601196893,0.00652827857091742
-0.008154511508472047,-0.001472281577074043,0.005628062031451026
0.006720876985634278,-0.006555262127388115,-0.011316748541073755
0.006512934040379172,-0.011013986840903014,-0.008425659055751303
0.003346573578683209,0.0003865580751151514,-0.010834615035160493
0.007673995207665315,-0.002573211408269348,-0.02692305102430922
0.01723829937358342,-0.008636961716876796,0.0012817868483435378
0.0041162303553105685,0.010810853885767495,0.0026751436364572286
-0.006858471463483871,-0.001674588125235347,-0.014210286335156573
-0.01623550199700996,0.00868782695419716,0.012032413939494675
-0.006020816385868438,-0.006533935924583789,-0.005754578176755253
0.0029137304353129435,-0.0009410079228609593,-0.012556133955081117
-0.01041534459044873,0.004010612006409487,-0.014741974890740344
-0.007354555103081646,0.014220658773706214,-0.010304301020791183
-0.0018387851793497082,-0.00837999295172939,0.015076161238846347
-0.010133595489514508,-0.00601428652289802,0.008721810459672817
0.014158394587850747,-0.0038004317582562147,-0.007865825224476507
0.009300834388764879,0.005077647540461438,-0.0004954879450352639
0.004669452384589293,0.012215290221711084,0.012609634157034836
0.006520087778015667,0.002562103351792141,0.00699957631231359
-0.017140182984405377,0.0010973732149998799,0.01391453914216851
-0.003486171476279243,0.0013784338755017808,0.016038807750561157
0.010027445297139906,0.0003649909430613755,-0.0004240637411575776
0.015597847111596574,0.007620307976706086,0.02196214313258713
-0.01752911682100211,8.292821057614654e-05,-0.0022918914271740907
0.0047907027353968875,0.00190011854626681,0.016053818410148513
-0.03109942026006694,0.002577865807657937,0.0052694115106349405
-0.016118837535546347,0.0016855565545451548,-0.014391493730535542
0.01618313813517478,-0.009105751358062684,0.012259074771433419
-0.009107043694404026,0.0024418628698498705,0.003149411339408736
0.017501832734138332,-0.004346709206964067,0.020396351594592636
-0.0033045957038329867,0.014179601265549159,-0.002519022829363282
-0.014661805931826226,-0.009656140584526513,0.013175321150267809
0.008279201422972043,-0.0044317928139918274,0.0004670737284638292
0.005599252020284124,0.004064951844857005,-0.011702150926655896
0.012933018265780567,-0.003122129511849704,-0.018833254945151125
-0.019617859545725886,0.000563521836570804,0.007255789451265196
0.008441308225166694,0.002125460680550197,-0.004776320052138466
0.008470218995598319,0.020590509647454108,0.0009662025212930162
-0.0005413547998464042,0.005004691000569746,-0.010910479999999771
-0.0008031014791828956,0.005173359426282239,-0.0011106276571396369
0.016368905234152548,-0.009303085527846068,0.009406520787759906
0.0010780410541384405,0.013777280944823873,-0.019945683167069315
-0.0026585209643513533,0.005878740443765748,0.010482910070878933
0.019197308238743944,-0.008021861694967283,0.014602829227588572
-0.0029908248655522397,-0.007531131852029318,-0.025415798277702427
-0.015444354344763662,0.005242874148540713,-0.002126038317510831
-0.011221444108324007,0.006986496093075395,0.005417338863774933
-0.013423214486310632,0.008374299989197613,-0.010181410713786308
0.004623559860769288,0.018004663136527443,0.007068509074474843
0.008221192599806406,0.008898184488713046,0.03404782848507941
-0.003301851662380682,0.005358598336647302,-0.022554590207416864
0.01087277452894458,-0.0010257358889017452,0.01484363241709096
-0.00961574004135578,0.009362739497223384,-0.012891962448978151
-0.0029786315982690726,0.007167464537917095,0.012784318668034493
-0.01840514884094769,-0.0030669595998930616,-0.0035242973683711092
-0.011230997596810625,0.006925010834992765,0.013574567799676421
-0.00848287064918377,-0.005967713802417933,-0.0079669763586358
-0.009697517204658172,0.012480905366436036,-0.011520790587062391
-0.013302128346594892,0.002861218052273767,-0.002624552367152734
-0.009068944775508672,-0.0014536282962174752,-0.003999832965089495
-0.01959521284320336,-0.009498333422827809,-0.0011202098751126105
0.003304659969411743,0.00973083480005198,-0.0033759541591182212
0.009038476294555352,-0.0007461938226664985,-0.0011671685031409782
0.010217281946177924,-0.005938926712006869,-0.00043744831387543465
0.01946710527301307,-0.0023882959919542222,0.012664033870964724
-0.015618945746726842,-3.016987657577299e-05,0.0058649681312682765
-0.005906919193031905,-0.003708644701362184,0.0005093860262644952
0.0015813610530675862,-0.018636751217678375,-0.014038412642692434
0.004726523131177309,0.007675405966616421,0.0011576058576123816
0.0020438325201942347,0.013589308295337894,-0.01576100447017148
-0.007168052199925842,0.011339754960173278,-0.005992330381698911
0.004683381452791777,-0.0044397221657903425,-0.004613642528206228
0.014725278502549616,0.0045483364279932685,-0.013559742289992545
0.006809460455843707,0.006402569208062426,0.00035645727174828085
-0.004101107223258266,-0.004804347791108298,-9.845643166754526e-06
0.0025637759855777114,-0.008263829359189923,0.008448161647724385
0.008984321050018918,-0.0025958792795192642,0.003571208475233703
-0.004101843196772035,0.002319940192728202,0.0018618844331086252
0.0045337927674420206,-0.0032044124415551087,-0.01011838250133896
-0.015592477474710716,-0.0046319699161218265,0.011830076745522276
-0.008943175165034933,-0.017211325459734896,-0.02972459850577591
-0.008485612657005306,-0.017632201809940688,-0.0006286913868431364
-0.00971840643165565,0.005345256384020391,0.012963613036462663
-0.010412435908763572,0.0012459451230428461,0.014909233868875283
-0.0017939572172328082,-0.011713599171978634,-0.002564666059551131
-0.0018746141456438318,0.0009693259317926127,0.009283957355574928
0.011266292156503958,0.003945717296988176,-0.0020504751418110767
0.0034989193578736275,-0.0026961742934335175,-0.005974100815548025
0.006642829681438467,-0.0035633951220758256,-5.669030964819237e-05
-0.002676860096712964,0.007692302213805418,2.0021163244071205e-05
0.002891909024871231,0.0091287748200489,0.01722089851528736
-0.02011890861504931,0.009275400496733945,-0.002528530570167015
0.008279624684494235,0.005757599214847427,0.018772131098181488
0.013192964339027606,0.0005320339799437175,0.004106283150897449
0.0018453820301953753,-0.0064396149854981126,0.002019091646269031
-0.008076394124084075,0.0025413621496599794,-0.01552460945726481
0.013815293195182638,0.0025435226826028287,-0.0047408488539741386
0.009769244417633084,0.009101201419669507,0.0021050724035170418
-0.014194336543803062,0.008053035409464832,0.016389694889456196
0.012454082651540745,0.006361163662715667,-0.0076721602718261735
-0.006336087459355681,0.0062958396577601095,-0.005604639713943315
0.014886509041306886,0.0037844216298153458,-0.008261013701957063
0.0034209473169259006,0.004488344011685899,0.004612814368601461
0.01453259522461932,0.0021513034379745818,0.002195226084192319
-0.00791629499389645,-0.0066371999752650665,-0.012836683825118182
0.02203690252260594,0.010564323106556604,-0.01870909512522225
-0.003774566653671539,0.009769084823686913,-0.003064309077615774
0.0006414799787177587,-0.009055107610559422,0.01826394339906281
0.0023145278735079507,-0.01968124248989,-0.005311609587467533
-0.0004603941733026922,0.005764226088493862,0.01180811377683127
-0.016163527884513227,-0.002553045979040339,-0.001618991264816219
-0.007995228068079086,-0.001071087299996261,-0.011034751736546215
-0.005563001213420061,0.007071413114542021,-0.0036166782270060376
