date,open,high,low,close,volume
2024-01-01,100.80139150212875,102.63049101602262,99.82489124090111,102.03605083599315,3453
2024-01-02,101.48304163820848,102.13550130992081,99.94743445388018,100.84211118843442,3572
2024-01-03,99.19670229906012,101.4286245457001,98.98266623464228,100.64225872925438,2063
2024-01-04,99.65264162956275,100.16622845371268,98.7499878180288,99.71048356456633,1554
2024-01-05,99.48502538628479,100.44915047328364,98.66008548601604,98.89905740656506,2194
2024-01-06,99.29228593222602,100.83947957041296,98.47913198208299,100.22838637596512,1750
2024-01-07,99.89716511471741,101.24250551876369,99.02116920642746,100.78953717272331,4276
2024-01-08,101.09581339179206,102.8079912689284,100.81914666392481,102.05731395534715,3375
2024-01-09,101.22729573993297,102.09176104852236,100.69770013634586,101.26871477263904,4772
2024-01-10,101.81688563187357,102.14052956364021,101.11955962170595,101.49645042308546,1771
2024-01-11,101.36368526755136,102.39765893588863,100.59364756552074,101.52080313614155,3876
2024-01-12,99.69418790519688,100.26258099208347,99.1775481638196,99.43866842427619,4353
2024-01-13,99.88031338103501,100.1915245665919,98.81457110704817,99.36812143321507,3447
2024-01-14,99.75073713905032,101.20757904809385,99.30698973168094,100.86981332039568,4049
2024-01-15,101.01570131185684,101.89509990204309,100.71542596694955,101.51384035750704,1533
2024-01-16,101.42966874367737,102.24008769390147,100.55586768639431,100.84524544178433,1077
2024-01-17,100.33622147631051,102.23237039605338,99.72543812230722,101.3979262507328,1242
2024-01-18,100.22066773649499,101.73938370698336,99.77935109213882,101.50475851013158,1042
2024-01-19,100.4707344234714,102.56173685288903,100.12290896380873,101.64079695916635,2439
2024-01-20,101.29298765330373,102.089946063697,100.64663039222124,101.06853092058537,3374
2024-01-21,100.91770908008105,101.31116709781719,99.21240084265058,99.8685891284087,1405
2024-01-22,101.02898845683436,101.65205944916704,99.128058056442,99.9007073636426,4949
2024-01-23,101.29675748620718,101.57570606101383,98.55878357314765,98.92999588227258,3065
2024-01-24,99.95543613495427,100.7139424603743,98.81383672482075,99.16193734794955,3758
2024-01-25,100.14486794154404,100.51628714193015,99.54666582118546,99.9287091912391,1462
2024-01-26,101.03161119632483,101.60433255313586,99.9515045116339,100.56728657664345,3030
2024-01-27,100.34217608376586,101.44853460963905,100.04959799819564,100.98604228377454,2161
2024-01-28,100.23313215722001,101.98743835093774,99.36026001655046,101.23780110494782,1925
2024-01-29,100.10044861771003,100.69264602283098,99.22760199761265,100.43695869726544,2948
2024-01-30,100.17182090515101,100.38204958074726,98.8098689651173,99.54919609478917,3752
2024-01-31,100.90503368789197,101.21972773721942,99.94050581694334,100.46100524721257,3418
2024-02-01,101.03595194993743,101.94989405438344,99.77124140423321,100.10621997317284,2489
2024-02-02,101.04951435498879,101.34772408914772,98.98503241012239,99.85551971519556,3970
2024-02-03,98.5515206146551,100.21974464618896,97.87660063822413,99.40696691487813,4097
2024-02-04,99.05866907046574,99.97739014960027,98.53511419111315,99.29485780364884,2984
2024-02-05,100.14021673026848,100.96530893629937,99.84246468218916,100.40160114289648,3004
2024-02-06,99.02706502315898,99.40918694517661,98.77248208461819,99.16690500858886,3777
2024-02-07,99.6675801239868,100.35124726327382,98.94886294656523,99.41042765523166,2240
2024-02-08,98.87753226030746,100.58755530489873,98.04334712812569,99.77349761802036,1827
2024-02-09,99.64679985560595,100.9743585623737,99.0128493637984,100.37052275754371,4315
2024-02-10,100.11980359716352,101.27065008582495,99.18785227032161,100.72632496132202,2571
2024-02-11,99.5996084125931,101.38667553676363,99.370823517454,100.83263061977826,1724
2024-02-12,98.32514439232665,99.00818811926483,98.01755379855675,98.41500443234871,3931
2024-02-13,99.49815203262463,101.35018991482546,98.90570906318275,100.69510573593055,3268
2024-02-14,99.03637669436377,99.64172473336939,98.15162227678637,98.66473013248418,3026
2024-02-15,99.52141446759444,100.40845120712221,98.70823785368077,99.66726098013363,2165
2024-02-16,99.93649963082845,101.22189961300361,99.14285392355517,100.74279818276898,1110
2024-02-17,100.42801918909869,100.93247789128951,99.12148089229608,99.66399944451084,2463
2024-02-18,100.16080932619768,100.61048894880331,99.81653232508704,100.08448571443596,3818
2024-02-19,101.1928711859072,101.66294659156317,100.7568529168274,100.9726225089839,2335
2024-02-20,102.39663592825629,102.9335740308987,101.4785742001151,101.69489601832355,2923
2024-02-21,101.54828399694563,102.52568354549251,101.03604336463559,102.02349347074856,3345
2024-02-22,104.06889678084063,104.66628189826875,102.76294639201467,103.61211213420279,3733
2024-02-23,102.73427638894708,104.17756211877928,102.1854834831291,103.68689467449396,3035
2024-02-24,100.30428025391149,102.55930856073014,99.89215617416231,102.188044476824,2217
2024-02-25,102.71589656255935,103.0966053441866,101.40265605757567,102.19696647807655,1376
2024-02-26,101.30071893609492,102.26250369094569,100.67586801043915,101.60936105511632,2749
2024-02-27,101.73112704550375,103.09203675681293,101.28964943381514,102.37080730596877,4293
2024-02-28,101.75479248403094,102.15580431832433,100.24009261080501,100.8523879967214,3750
2024-02-29,102.03299667643353,102.24787933412742,100.92925197364352,101.69191729020274,4533
