log2fc,p,label
-0.8768607781675882,0.3695884282811968,G0
-0.09426255425255699,0.5264016429546268,G1
-1.7577283913566313,0.9962348455722939,G2
-1.4670452453909906,0.026029618412459068,G3
2.129247112028298,0.06788832698363516,G4
-1.287422581274031,0.0025613028242795596,G5
-1.0967855784546396,0.18998237348623281,G6
1.836913528321314,0.9927576662758649,G7
2.905067169240407,0.3442967155367381,G8
-1.1715666288253417,0.21087100835403289,G9
-0.36824895678803055,0.0604065971404769,G10
0.34155555094050954,0.7668115087792966,G11
1.7286976444055924,0.12270167885180665,G12
-0.9868570784282374,0.00242592305514632,G13
-0.24527784594210975,0.04877854417498306,G14
0.777337576061744,0.0003030131174821562,G15
0.43476607446661863,0.008239842227837522,G16
-0.37615607123009925,5.515942920599455e-06,G17
-0.13382296451604114,0.09313210765924122,G18
-1.3748958083699818,0.25549214754217653,G19
-0.23817374397466523,0.04045691875900003,G20
-0.2663874900089551,0.07429021718058328,G21
0.23216988962625595,0.8825515977846526,G22
-0.555327218819016,0.4251964463774541,G23
0.471538522545139,0.15821457542757236,G24
1.0127158178198286,0.023037427876384294,G25
0.15542932766846604,0.7217265458193997,G26
0.35175640839920347,0.012993971489459636,G27
0.053155347577867364,0.0344368423003325,G28
8.439309141418043e-05,0.7512501052347772,G29
-0.7215580335428474,0.14849142333693882,G30
0.316494261673308,0.4090438675726377,G31
-0.09728659841348947,0.20615777080984504,G32
2.093168308930595,0.2790073030083362,G33
1.5733549024752425,0.02683383077087068,G34
0.3858465525565008,0.01406245027030353,G35
-0.7630572096947675,0.033539627854794966,G36
-1.112411471983418,0.0037557914825688196,G37
1.191142953088865,0.6683482914542653,G38
0.2627492251471385,0.022724568694911646,G39
0.4801434033916108,0.1770209523057826,G40
-1.7445859869741926,0.4967449629896982,G41
0.9274384815581808,0.48156604007690174,G42
0.45442033821436295,0.08425017227624755,G43
-1.110430684414478,0.10802517041268184,G44
-0.47152480744994896,0.9841893124684512,G45
0.2637172043565196,0.3069970043806692,G46
0.05246679835624363,0.5406232292113247,G47
-0.292171185803555,0.7352237733103452,G48
-0.10348826806596086,0.48854020343969834,G49
-0.25197737820688537,0.006350057100235978,G50
0.15256251210246857,0.17766615283172157,G51
1.471491972993157,0.0010579078649341172,G52
-2.5666584409312976,0.27834547107752067,G53
-0.23685026450968424,0.8719402865882976,G54
0.17651242137244696,0.13479427035425395,G55
0.2959939896870995,0.08116726612871197,G56
-0.37191458132128985,4.6047284154095315e-05,G57
-1.7567217824785826,0.8841127457440835,G58
0.32799548371410964,0.0010928124300367903,G59
1.727350214164185,6.932063748848831e-05,G60
-1.5338614049161376,0.014899032460368462,G61
0.8638280136981883,0.00028140326438610497,G62
-0.3285252231228939,0.09426958293305018,G63
-0.0613243458288473,0.13745824076884405,G64
-1.052898510703949,0.030538075591872636,G65
-0.33445617235587666,0.00013234288439903824,G66
1.3000445946989585,0.0013899426551916682,G67
0.582655241987707,0.05684651787648538,G68
1.732311605409944,0.0002217576833516059,G69
1.1774118889776937,0.3403457726102061,G70
0.4390866789295762,0.008872383813432257,G71
1.743934526167792,0.027563194719009736,G72
0.43899315873829875,0.061221578139167274,G73
0.8279881767970589,0.0723082620301088,G74
-0.29657095353470836,4.580148700397491e-09,G75
0.06654581585920483,0.0014075778656694943,G76
-0.6974238233002769,0.6422097536140107,G77
0.989583934594853,1.8748014599538848e-09,G78
-1.1783036231148656,0.13122612022031208,G79
0.7823503424176613,0.11729065971999357,G80
-0.19065105750515945,0.03695737011919034,G81
1.1712470934673194,0.08024537207947995,G82
0.7508689887312598,0.475613482676514,G83
1.8206461576468016,0.595255658309683,G84
0.7307746911386448,0.017646779403314244,G85
-1.5720402556532407,0.033539033116104386,G86
-0.06695317289820084,0.01425749079158569,G87
-1.172007192594816,0.11049760932789696,G88
-0.5182798423662747,0.31897368680299604,G89
1.5112284332767216,0.011891832189505736,G90
0.637533810897696,0.03617790323080174,G91
-0.6989304285787463,0.8053553800420903,G92
-1.013717366440399,0.0001145737850177484,G93
0.03278209287626079,0.09782536322517801,G94
-1.2165601493811278,0.36027240065034793,G95
-0.6711402773965811,0.0034057386306357543,G96
0.31200947155124387,0.00010632140752434214,G97
1.1553120361066962,0.002639822762603707,G98
0.6087614722244398,0.7757036736341487,G99
-2.2912895085981,7.9396665237726e-07,G100
0.3043667290302598,0.006678870135203108,G101
0.07203357323257792,3.0615865783667155e-05,G102
0.41389028537269307,0.0013539806776274564,G103
1.6162096816512073,0.2385001987959635,G104
-2.063238276804743,0.01410914176799435,G105
-0.5911034251911056,0.18442604674390642,G106
0.5909063227933546,0.20558310579885694,G107
-1.5815943994539423,0.6129018973562874,G108
1.475949048053509,1.0659033775285164e-07,G109
0.3683566127006584,0.6214572921823779,G110
0.846583985843404,0.23731357316021484,G111
-0.5709436615217945,0.004310333205985413,G112
0.8137636899662105,0.46177768887606846,G113
1.0684715559890383,0.6261049828693481,G114
0.23287802013716835,0.016438113672792444,G115
0.23440089269869593,0.7756289291605549,G116
0.2703432392817259,0.09385980019428353,G117
-0.8633452647393817,0.21971955923564365,G118
-0.14752868024035293,0.9546518941723429,G119
-0.1525225324523588,0.047255779299948654,G120
0.3833938643534951,0.5376838268750379,G121
0.9998242469102946,0.03227866520490206,G122
-1.0585360819784093,0.5104914467306242,G123
-0.12500903031957764,0.21679360231338415,G124
1.4814555476589732,0.010127563978683732,G125
-0.7435882288125641,0.07097136195897785,G126
-0.8222500172903203,0.032047020275018843,G127
0.20230619183119358,0.0004765331410563281,G128
0.8443851904853201,2.655633184105078e-05,G129
0.01142605556065933,0.041593882059060214,G130
1.3289605904369892,6.8960485923428576e-06,G131
0.8567939825665268,0.004532080480724639,G132
0.8418200668900618,0.3813672721670867,G133
0.5541165013240933,0.35503212917192317,G134
2.327653100346085,0.40289632998303243,G135
-0.2051616888660442,0.03190121135642162,G136
-2.003522292066514,0.7050152369595942,G137
1.604254361517141,0.2094052688959261,G138
-0.45769943095682564,0.002001630867016125,G139
0.10788044434303304,0.0029685166629522266,G140
1.309550684860527,0.33295006199555105,G141
-1.6022595410589253,0.0051726848524292395,G142
-1.2516472141061394,0.13054968928244767,G143
-1.6012779371188537,0.9755258489921156,G144
-0.7941362900254239,6.43657216237226e-08,G145
0.43963660601699356,4.557618941006718e-06,G146
0.524187842812771,0.9793968840966599,G147
0.27627417932855375,0.19983105391115716,G148
-1.4127658838923665,0.0020440300724638683,G149
-2.310103436632644,0.7224639767081674,G150
0.054353585390382264,0.6823558951300707,G151
-0.47177603363833576,0.15416345424977432,G152
0.45938577171661177,0.24040054774039785,G153
0.7019536262212701,0.020388299290964654,G154
0.13824143205868192,0.00012893837579974068,G155
0.7601330853758538,0.21018597685922122,G156
0.22921137411506842,0.025608515089115644,G157
0.5300647056014667,0.29225399297308996,G158
-0.7046732628698824,0.5847912661186018,G159
-0.17961141383145854,5.989444637492377e-06,G160
0.19677609665695725,0.21140386702462283,G161
0.8205284754174188,0.012371355197613065,G162
-0.3937411722245721,0.6673721352714915,G163
0.5211672557321126,0.016322215645822487,G164
-0.265838791915379,0.227841785569984,G165
-0.11754216732813036,0.16960904372986824,G166
0.829519042024073,0.062177498558545735,G167
-1.993060371054156,0.3111430577596642,G168
-1.296472328074761,0.3822930315320529,G169
-1.4821853974428207,0.18222427521994966,G170
-2.3336161198483047,0.4362477243511036,G171
-0.6782644401551767,0.9510716478905504,G172
0.7494338997277404,0.07370361436029642,G173
-0.28488406638257474,0.13625938832818824,G174
0.19779008194185213,1.9390392828037614e-06,G175
1.0892174967107926,0.5044126191528188,G176
1.3276861322676916,0.14079471297200707,G177
-0.06913793472613955,0.06789805245140931,G178
1.3535858895693973,0.0008324930583358967,G179
0.09212665843410921,0.7041528699696824,G180
-0.8373982238274621,0.06163326394409938,G181
-0.5944003521987352,0.31802680612587747,G182
-1.4805365125650163,0.0033329315658327725,G183
-0.8881338537336524,0.8890273353691899,G184
-0.35801668807442916,0.005681846642872901,G185
0.8035850193786016,0.007945164914164934,G186
1.7207698311659838,0.633801839150575,G187
-1.38218151537704,0.7600055391489046,G188
0.39282746825991893,0.009548017074014752,G189
-1.0405439391575344,0.10369110448574624,G190
0.47469708846320197,0.39463109605641944,G191
-0.1310866506877266,0.6776823194049935,G192
-1.8309058258475304,0.054462649660891024,G193
0.9282969915684843,0.13820403945047122,G194
-0.605000712808731,0.408050264522938,G195
-0.5339002383735546,0.39083591341081003,G196
-1.06975241128969,0.4799753592066289,G197
-0.6542832766875555,0.18512850051935836,G198
0.4278904406949172,0.0011449409371923046,G199
-0.18924434093640552,0.738697784569225,G200
0.32866200228248105,0.6485006405324144,G201
0.3619218539288437,0.5083557572855087,G202
1.320661655528167,0.000995879985980376,G203
-0.3427861508643793,0.008539371183292382,G204
-1.4768578168457318,0.4111675035052241,G205
1.067222416571983,1.2390687079054631e-05,G206
-0.3314881720972547,0.9389597816783598,G207
1.114592444577377,0.05364434650039656,G208
0.3833771131824704,0.3721798729085062,G209
-0.13113753020334493,0.6992129152062289,G210
0.3487758940462951,0.06145679716974682,G211
1.9510125601262995,0.03250222231793764,G212
2.076980529053753,0.22557862029841372,G213
0.0693811351327787,0.19611218017211077,G214
0.1601905933170753,0.06848819983541715,G215
1.0762401574663856,0.21792241149227926,G216
-0.8456610327673472,0.8184009914501773,G217
0.3330703726182551,0.10226703635466847,G218
-0.0258628479538564,0.007615395145338629,G219
0.3139082114575536,0.053670509419415306,G220
-0.8333688059494058,0.061212820179015845,G221
-1.589567493308969,0.002253691487323357,G222
-2.0729834359912918,0.004320512767000669,G223
-1.1173841129896078,0.3208030606877684,G224
-0.458675284939333,0.03912316321268943,G225
-0.2931915866487618,0.8707058970747057,G226
1.9372311624295169,0.014454878463107031,G227
1.1059933699072981,0.0009680809159121307,G228
-0.9620911163416273,0.4278166275199455,G229
0.34770845245095694,0.6838817907131396,G230
-0.4070782363503251,0.021511244735541595,G231
-0.28436383804009513,0.008253197403021446,G232
0.18532564941538202,0.0064106141118470085,G233
0.6191711169753933,0.14224670401363287,G234
-0.33925848388401536,0.10277723908988264,G235
1.0638515327343585,0.017462644094655918,G236
-1.141938226142404,9.218073678041733e-05,G237
0.006339062362268442,0.1116260204486043,G238
2.5976737265958323,0.882891358233195,G239
0.2230797426252751,0.27783047836802965,G240
1.4332145066061728,0.12166011329419665,G241
0.09152017817320818,0.0013562806776879295,G242
0.5807770953297967,0.01608627057241004,G243
-0.056783194392691534,0.02561340409605628,G244
-0.17040758116420443,0.4473523157837967,G245
-0.7794823967254196,0.6738590503959923,G246
0.4303013589575532,0.7329969869368231,G247
-0.8515371891857679,0.9544165336620583,G248
0.6655852363134291,0.9480273681124349,G249
1.08528700444591,0.8655208141183771,G250
0.36653140723722993,0.0003704887564186047,G251
-0.28624873355569186,0.0026162939335753633,G252
0.4539655793086961,0.028224006127986225,G253
-0.3086730555464126,0.16901904970490192,G254
0.9355471254651493,0.0009120490067513733,G255
-1.8314060842151236,0.6050598789745123,G256
-0.3356073681186462,0.23460676319522727,G257
-1.9908119951239978,0.159541448797079,G258
-1.495060830227205,0.004517600342705978,G259
1.3638622298139094,0.01624338453710218,G260
0.895184981971686,0.004120010281619028,G261
-0.7194802332847904,0.6183246563472301,G262
-1.502503456040897,0.19940993409915056,G263
