group,value
Ctrl,
Ctrl,12.0
Ctrl,-9.5
Ctrl,0.9405647163912139
Ctrl,-1.9510351886538364
Ctrl,-1.302179506862318
Ctrl,0.12784040316728537
Ctrl,-0.3162425923435822
Ctrl,-0.016801157504288795
Ctrl,-0.85304392757358
Ctrl,0.8793979748628286
Ctrl,0.7777919354289483
Ctrl,0.06603069756121605
Ctrl,1.1272412069680329
Ctrl,0.4675093422520456
Ctrl,-0.8592924628832382
Ctrl,0.36875078408249884
Ctrl,-0.9588826008289989
Ctrl,0.8784503013072725
Ctrl,-0.049925910986252896
Ctrl,-0.18486236354526056
Ctrl,-0.6809295444039414
Ctrl,1.2225413386740303
Ctrl,-0.15452948206880215
Ctrl,-0.4283278221631072
Ctrl,-0.3521335504882296
Ctrl,0.5323091855533487
Ctrl,0.36544406436407834
Ctrl,0.4127326115959884
Ctrl,0.43082100300788273
Ctrl,2.1416476008704612
Ctrl,-0.4064150163846156
Ctrl,-0.5122427290715373
Ctrl,-0.8137727282478777
Ctrl,0.6159794225754956
Ctrl,1.1289722927208916
Ctrl,-0.11394745765487507
Ctrl,-0.840156476962528
Ctrl,-0.8244812156912396
Ctrl,0.6505927878247011
Ctrl,0.7432541712034423
Ctrl,0.543154268305195
Ctrl,-0.6655097072886943
Ctrl,0.23216132306671977
Ctrl,0.11668580914072822
Ctrl,0.21868859672901295
Ctrl,0.8714287779481898
Ctrl,0.22359554877468227
Ctrl,0.6789135630718949
Ctrl,0.06757906948889146
Ctrl,0.28911939868998415
Ctrl,0.6312882258385404
Ctrl,-1.4571558198556664
Ctrl,-0.31967121635730134
Ctrl,-0.4703726542927955
Ctrl,-0.6388778482433419
Ctrl,-0.27514225122668373
Ctrl,1.4949413112343959
Ctrl,-0.8658311156932432
Ctrl,0.9682783545914808
TreatA,-1.4511567487773853
TreatA,0.031626467015647655
TreatA,0.5790283716155061
TreatA,1.044844564495206
TreatA,1.1823492377721405
TreatA,1.2726819587199178
TreatA,0.01640242052671866
TreatA,-0.1085869719310239
TreatA,1.3437734693828693
TreatA,0.18956524263022362
TreatA,-1.003254955671714
TreatA,-0.8466159354038288
TreatA,-0.6113975146017725
TreatA,0.9468768184591405
TreatA,0.5566683096776218
TreatA,1.159533889474545
TreatA,-0.0699779109701877
TreatA,0.5743936601843856
TreatA,1.0881494333640704
TreatA,0.05971880630773775
TreatA,0.9024527613131527
TreatA,-0.3281185351733164
TreatA,0.0006407687784210314
TreatA,-0.019911683398162
TreatA,-0.9154236101479437
TreatA,0.93566972886414
TreatA,-0.11634257422299628
TreatA,0.4137435306004562
TreatA,0.9288213247964999
TreatA,0.8911842936329385
TreatA,1.1319236198700648
TreatA,0.29166596703963404
TreatA,-0.06562814324856914
TreatA,0.31230996800296107
TreatA,-1.456067877353833
TreatA,-1.191823719665396
TreatA,-1.0549695735898428
TreatA,-0.69697151036163
TreatA,0.8397516493957803
TreatA,-0.5960269608960669
TreatA,-0.01597880944332868
TreatA,1.8291511275646721
TreatA,0.008109631832431465
TreatA,1.2112671253137952
TreatA,-0.6269794480108648
TreatA,0.174018686345607
TreatA,-0.6450242604016394
TreatA,0.02706361650938127
TreatA,1.3243389512031352
TreatA,-1.5000524655115837
TreatA,0.8778660079004431
TreatA,0.6615091625655057
TreatA,-0.2535649512664739
TreatA,-1.1906636398273
TreatA,0.4793424584852565
TreatA,-0.1824419799701827
TreatA,0.6559438324901744
TreatA,0.4240373600757872
TreatA,2.161956780453007
TreatA,0.1367088097796733
TreatB,-1.1211477433596786
TreatB,-0.03865192853931547
TreatB,-0.002002984425411356
TreatB,1.0232688177163929
TreatB,0.5516001213231206
TreatB,0.1211839532345584
TreatB,1.1169726020976056
TreatB,-1.2698867488905659
TreatB,-0.775776379474773
TreatB,-1.0339183472649724
TreatB,-0.5508288228401912
TreatB,-1.439017532800678
TreatB,0.3716358521329639
TreatB,-0.4000004273888961
TreatB,-1.523725665052392
TreatB,-1.1140211730867875
TreatB,0.08216246270517576
TreatB,0.554313911104943
TreatB,1.5970578025226079
TreatB,2.4224762194065965
TreatB,0.17296848994839675
TreatB,-1.0905843080286777
TreatB,-2.1188416526581784
TreatB,0.040940316109452216
TreatB,-0.9316469857792934
TreatB,-0.5738215341617168
TreatB,-0.7508871191538273
TreatB,-0.32671179777474674
TreatB,0.7593822077088792
TreatB,-0.05865628929918985
TreatB,-0.3427713533348195
TreatB,-1.1320883775432304
TreatB,-1.7072146502339214
TreatB,-0.6376771181659978
TreatB,-0.24840429573648845
TreatB,1.3911369222218948
TreatB,-0.08275293067440274
TreatB,0.6844655599207519
TreatB,-0.6493660386852369
TreatB,-1.2664493897753222
TreatB,-1.0686050860091347
TreatB,-0.852703458082178
TreatB,1.715622759191648
TreatB,-0.9392480113019476
TreatB,0.5546402833627104
TreatB,-1.0126344602783237
TreatB,0.6384157115868196
TreatB,0.14645586949527684
TreatB,-0.3409741078922814
TreatB,-0.23668627352189064
TreatB,-0.7893089258864514
TreatB,0.2014649813338725
TreatB,-0.609485132306702
TreatB,-1.3030451873905233
TreatB,-1.3501438168876574
TreatB,-0.04467087405009247
TreatB,1.2211821307693915
TreatB,-0.056007547783905584
TreatB,-0.3067744934988943
TreatB,0.057243525642288594
