横坐标,纵坐标
-0.9891213503478509,-1.1687327328274195
-0.3677866514678832,-0.15632971755394148
1.2879252612892487,3.1790732539359876
0.1939744191326132,1.094208576590258
0.9202308996398569,1.7521169325686623
0.5771037912572513,1.7172584806897877
-0.6364636463709805,-0.2937982630361865
0.5419522204102933,1.616634669414618
-0.3165954511658161,1.7260917686934052
-0.32238911615896015,-0.1277500131787504
0.09716731867045719,0.3139406916485191
-1.5259304065189514,-0.5579909744906189
1.1921661041016585,1.8236886408896158
-0.6710896751741096,0.9692770677806343
1.0002694196594604,1.9450458845196241
0.1363211238531175,0.8635533002150914
1.5320330796287964,3.484952244355892
-0.6599694137918207,0.5805336356427492
-0.31179485646991756,0.929906636629439
0.337769126558826,0.943745405633631
-2.2074710981998042,-3.0043497156979826
0.8279214415587369,2.119860279182093
1.541630394690618,3.0202208498210146
1.126806793265028,1.7763917041132498
0.7547696443122508,2.0607369263407795
-0.14597789311522394,1.1763288564563439
1.2819022270597127,2.6560587045686614
1.0740306219719435,3.462245706598695
0.39262084457727114,1.5171729702854397
0.005114312828982818,0.4830210685984605
-0.3617668721609232,0.13752160370375033
-1.230232195490445,-1.6934361869702736
1.2262292928211507,1.6143055647301314
-2.1720438866851817,-2.2768430209613637
-0.37014734585231535,-0.6378212728272142
0.16438006967466792,0.5599365266481602
0.8598811846127368,1.8184617339551459
1.761661236511811,3.5505751941136428
0.993323775951811,2.4589152532164604
-0.29152142609843873,0.20609669511455167
0.7281275578891427,0.1471452135952498
-1.2616003169196963,-1.4576746340516085
1.4299385266887068,2.1244762621073727
-0.15647532482940535,0.2762089711030674
-0.6737591499870575,0.38242220515596215
-0.6390601004322052,0.2852692823715477
-0.061361327620372906,0.6842222230137025
-0.39278492256994324,0.4154304540751733
2.2899099473145785,2.8441383603840995
-0.718181147880596,-0.32137774926707224
0.03260774315697052,1.1485202378946242
0.028049895585638977,0.0771730145090298
0.028272122739737816,0.9663982656369
0.05534586195270899,0.37835779188183555
-0.48156285818994926,0.6780611138004538
-0.5834075004641189,0.6116237781533385
-0.8621605020712843,-1.1210672280325609
-1.4881746132515903,-0.46192384856149427
0.2163068331092121,0.7723960122514455
0.9843763506958761,3.726120172577522
-0.5430841410126281,-0.6078695834102601
-0.5586150390437845,-0.1869175073332353
-0.31648282932264754,0.29582729061657825
-0.4606397412389045,-0.6915964501511269
-1.4362697490249443,-2.9347082461542677
1.365108032036919,2.007978890685341
0.43899988755746655,2.122184366887547
-0.7116950271980323,-0.7304758268184759
0.2971717615398513,0.7843923567372348
-0.4384572726157321,1.1557556138304406
-0.2116374333746801,0.6773740836920576
0.36396383157911427,1.7077924342593775
0.9529644919745344,2.709005665471259
1.5195241292412778,2.1533518185286162
1.7039094489490383,3.2556451263759167
-0.24885870743094268,0.34688545201872656
-0.4997485911335096,-0.2767161771486609
0.09959750192201784,-0.12502919482863406
0.12834321228831272,1.1635386225973268
-0.7342218924448597,-1.8281031024868137
-0.620475288234763,-1.080366344497434
0.8132737204208481,1.1724400648506113
1.6418010137407606,2.732996170456511
-0.22650084837917228,0.9331228044486595
-0.6479652109953393,0.9533965289106128
-0.28337120662418985,1.5527794497144831
-0.9951313599700441,-0.24768953718190556
-0.2728717697893081,0.5424474395162788
0.42244414146775444,-0.6355728812581778
-0.08134296158935517,1.382081274417188
1.234577597061606,4.555023649092513
0.15088803222043407,1.1886331944575594
0.4811195273342238,1.5089107428117645
-0.14875753240949288,0.9358203628677972
1.3156657065603552,3.156401428218725
-1.2223456022065715,-1.1255853354321117
-0.30359134030022955,-0.1544397032879002
-1.1736886756801914,-0.8711256457848398
0.826273507011688,0.7419788928812878
0.8503222896230244,0.3695421997983126
-0.5157675930132671,0.9150995230573055
1.6581133183034882,2.7207209131865926
-0.2972625956392543,0.7268704876938857
-1.3833771199483726,-0.2313904883628526
-0.28120450483617765,1.1544175224319793
0.3600205099410753,0.697316597985367
-0.2343920149270695,0.5082152012178571
2.265520599867209,3.065411317406629
0.8553866507799404,1.7994214950360499
1.7312794387228285,4.033732718890907
1.3858854430909429,2.7044491569265467
-1.685784678368757,-4.209772455734512
-0.37775860666514965,-1.7676486356323964
-2.7284856868728458,-4.133996986764961
-0.6463967359069595,0.6969982235786708
1.1151042557837136,2.4319245926062534
-0.8432110959394277,-0.5517981446993674
-0.6366884379661786,-1.407806403805459
0.32613416752636304,1.2063465724641402
0.787316501190338,-0.039163097640795286
