Ctrl,TreatA,TreatB
1.3060017417068248,0.13800888162786826,0.13152095143059256
0.21938250136385634,0.10697376099014937,0.5619255872590636
-0.41092723083373717,0.6553868785888816,-0.7138492953696152
1.1062887100598888,-0.21085994070091765,0.5323873209695895
0.4287564384616135,0.9186923747996529,0.7616244003901345
1.535755991995992,1.5139873996018116,0.00959021812345151
0.18323443722190613,0.5709722604353127,0.010960803428826335
-1.2244690317205003,0.7869320492391239,0.04330891535355329
-1.368159199245665,0.45847088233565414,-0.9770107382654435
1.6509279322312496,0.4000928324005556,-0.33277581221631763
1.723665720783297,-0.3937138368971322,-0.33727027920712294
-0.17951921328260065,0.7481436878406389,0.14505447791814557
-0.38318732113598775,0.2929847417451616,0.6998418222192652
1.4614442922422022,2.7024851398236547,-1.1526824737805683
-1.107045682043488,2.1306903927227667,-0.3125081272876199
-0.8947270189558264,0.824431207812151,1.1333099928930759
0.6433267946890444,-0.4393629306642443,-0.8692294059313077
-0.3946051228595896,-0.8236526191817598,-0.9400250155612884
-0.005121866720071296,1.7102572483977516,-0.017924427351925783
-0.16344289852451258,0.6890241476618524,0.5599466714367881
0.33757454879893356,0.928157743730772,-0.1897165499954066
1.4074818613137168,-1.519044585671612,0.9960645313932903
0.09058490690174555,1.420182329713999,0.5711145843098742
0.6439387932768579,0.8998623720357993,0.5576380602010557
-2.0501721010310225,-0.8214737528559258,0.29870485119168394
-0.04871840193011795,-0.11867728819494387,1.8948877903114765
-0.8432302702928711,0.6900889247921715,-0.3846455199794398
-1.218813060423628,0.45771347819186803,-2.0031700628598625
-0.8781523669287508,0.0786116956160895,1.2438289253654269
-0.33412344070081207,0.2861629051274431,-0.6119294878611431
0.9159025423560131,0.1228248839724261,-0.10290760009127027
-1.326392717739564,0.5678187633127154,0.9785956163744742
0.030631492594417446,2.0186411702924727,-1.642033586953033
-0.4841694333335785,-2.4233242850244276,-1.3264824926955254
-0.32767309436196085,0.13946470903934732,-1.6411501434069684
1.0027578253046041,0.5941636635096917,-0.9147226610228815
0.5381154370039261,0.7255933886558095,0.1956729454152942
1.3373981074427437,-0.009106039453418846,0.27176905853149386
-0.15450567924990047,-1.532393960726441,0.04864676139569837
-0.695942611670703,0.7607950320855207,-1.4714892955031298
-0.22385881688049952,2.3000852355806036,-2.27909309296938
0.2424967912712216,-1.2872475454077514,-0.15108177314865598
0.17657335845371103,1.3502108150680072,-0.6245984302745022
-1.0843880722333665,0.03862225456481671,0.2134471945449506
0.09048978162787422,0.332543219588268,0.4317582635991431
0.22822833013890514,-0.758188361774344,-0.07558271114718629
2.5174740375339204,0.03209821040853567,0.4841197768382684
1.8768446112816701,1.8300490541688545,0.006290236703561574
-0.8532433505588201,1.0409207661864779,0.27705823504132
-0.2873833615491761,2.3055427659509387,-0.8342059365828942
-1.4634420018370031,1.695153077875463,-0.3616502724483127
-0.5907070139634865,0.8829953468225339,-0.02290151300873848
0.3156050035903405,2.3183279787845716,0.5384756278756769
1.2058536208882336,0.8828924746121287,-0.5543670550021149
-0.7290838377436085,1.310786994476765,0.2690505301589014
-0.6541464400677965,0.0737719511118208,-0.43925491272384115
-2.147289029738655,0.4732003974451253,-0.3057879505953173
-0.16266592054490767,-0.3671662056303046,0.5465671378216657
-1.062414411859563,1.4885423280543384,-1.9937543339487405
-0.5294394273660737,-0.8961339854263523,-1.366825095267285
-0.8768607781675882,1.2605853766594275,-1.5339668576985388
-0.09426255425255699,0.1902838367443246,-2.300254507863474
-1.7577283913566313,1.6883718028140515,-0.8104379961396591
-1.4670452453909906,1.225955887604386,0.47449050975496637
2.129247112028298,2.402710773411482,-0.4563956597443173
-1.287422581274031,1.2038521602525094,-0.02198892625233309
-1.0967855784546396,-1.329244281218565,0.7802957470397134
1.836913528321314,0.3263515098119791,0.9949175190409225
2.905067169240407,-0.8892079118542976,-0.2622241412535256
-1.1715666288253417,-0.17010782660290216,1.0182273006124576
-0.36824895678803055,2.062351276604394,-0.11708600740930172
0.34155555094050954,1.1012871919874656,-0.9536584014447159
1.7286976444055924,-0.368823471436621,-0.7349603169788618
-0.9868570784282374,-0.7150891030844388,-1.5324828613085146
-0.24527784594210975,0.4360603021638869,-0.9993204683602872
0.777337576061744,-0.9382161643192406,-0.5222150192669862
0.43476607446661863,-0.3382543051362393,0.5232265174407414
-0.37615607123009925,0.7432104187063683,1.3486928480493854
-0.13382296451604114,1.670843239717366,-1.443963363839336
-1.3748958083699818,1.0696376194468837,0.15354472143392703
